SCREENER|URL
solventes|https://finviz.com/screener.ashx?v=211&p=w&f=cap_largeunder%2Cfa_curratio_o1%2Cfa_debteq_u1%2Cfa_evsales_u6%2Cfa_fpe_u20%2Cfa_grossmargin_o10%2Cfa_ltdebteq_u1%2Cfa_opermargin_o5%2Cfa_pe_u30%2Cfa_ps_o2%2Csh_float_o1%2Csh_instown_o30%2Csh_relvol_o0.5%2Csh_short_u10%2Cta_averagetruerange_o1%2Cta_highlow52w_a5h%2Cta_perf_3yup%2Cta_perf2_26wup%2Cta_rsi_nos40%2Cta_sma20_pa&ft=4&o=-instown
